rowname,x,y;;;
20940177768,18.461428,-33.95183;;;
20940177769,18.461448,-33.951845;;;
20940177770,18.461525,-33.951852;;;
20940177771,18.46425,-33.952018;;;
20940177772,18.464332,-33.950093;;;
20940177773,18.464262,-33.950105;;;
20940177774,18.464282,-33.950007;;;
20940177775,18.464357,-33.950092;;;
20940177776,18.46446,-33.94982;;;
20940177777,18.464292,-33.950052;;;
20940177778,18.46426,-33.950022;;;
20940177779,18.463868,-33.95023;;;
20940177780,18.464383,-33.949993;;;
20940177781,18.46424,-33.95006;;;
20940177782,18.464267,-33.949997;;;
20940177783,18.464185,-33.950102;;;
20940177784,18.46425,-33.950152;;;
20940177785,18.464062,-33.950318;;;
20940177786,18.464252,-33.950103;;;
20940177787,18.464282,-33.950073;;;
20940177788,18.464263,-33.950072;;;
20940177789,18.466097,-33.949232;;;
20940177790,18.466013,-33.949128;;;
20940177791,18.464037,-33.948822;;;
20940177792,18.463587,-33.94865;;;
20940177793,18.461652,-33.949887;;;
20940177794,18.460707,-33.95042;;;
20940177795,18.46065,-33.950713;;;
20940177796,18.460617,-33.950772;;;
20940177797,18.457778,-33.95013;;;
20940177798,18.457668,-33.950063;;;
20940177799,18.457633,-33.950162;;;
20940177800,18.457723,-33.95015;;;
20940177801,18.457702,-33.950142;;;
20940177802,18.457822,-33.950065;;;
20940177803,18.45781,-33.950098;;;
20940177804,18.457738,-33.95018;;;
20940177805,18.457708,-33.950258;;;
20940177806,18.458045,-33.949872;;;
20940177807,18.457898,-33.950055;;;
20940177808,18.457957,-33.95002;;;
20940177809,18.45794,-33.950122;;;
20940177810,18.457807,-33.950178;;;
20940177811,18.457812,-33.950078;;;
20940177812,18.457672,-33.950128;;;
20940177813,18.45385,-33.958907;;;
20940177814,18.4547,-33.963392;;;
20940177815,18.436525,-33.96914;;;
20940177816,18.431067,-33.987908;;;
20940177817,18.426222,-33.989912;;;
20940177818,18.42593,-33.984942;;;
20940177819,18.426815,-33.983627;;;
20940177820,18.441693,-33.975128;;;
20940177821,18.44579,-33.973837;;;
20940177822,18.455572,-33.965048;;;
20940177823,18.461075,-33.953828;;;
20940177824,18.46223,-33.952608;;;
20940177825,18.462852,-33.949782;;;
20940177826,18.460752,-33.950528;;;
20940177827,18.463073,-33.95227;;;
20940177828,18.463272,-33.952128;;;
20940177829,18.463745,-33.951935;;;
20940177830,18.448485,-33.959605;;;
20940177831,18.452262,-33.962442;;;
20940177832,18.452302,-33.96246;;;
20940177833,18.450642,-33.964098;;;
20940177834,18.452498,-33.960027;;;
20940177835,18.451642,-33.95913;;;
20940177836,18.452533,-33.95973;;;
20940177837,18.45688,-33.9535;;;
20940177838,18.461043,-33.95033;;;
20940177839,18.460832,-33.950367;;;
20940177840,18.461195,-33.950148;;;
20940177841,18.46182,-33.948542;;;
20940177842,18.466042,-33.949562;;;
20940177843,18.465635,-33.94975;;;
20940177844,18.465252,-33.949407;;;
20940177845,18.465098,-33.948525;;;
20940177846,18.462317,-33.952123;;;
20940177847,18.461685,-33.952453;;;
20940177848,18.45975,-33.95255;;;
20940177849,18.447682,-33.9505;;;
20940177850,18.436243,-33.943727;;;
20940177851,18.435985,-33.943308;;;
20940177852,18.438195,-33.94238;;;
20940177853,18.445477,-33.937938;;;
20940177854,18.448115,-33.941967;;;
20940177855,18.44831,-33.941865;;;
20940177856,18.448195,-33.941522;;;
20940177857,18.44861,-33.941783;;;
20940177858,18.448958,-33.941482;;;
20940177859,18.451418,-33.943282;;;
20940177860,18.455562,-33.942087;;;
20940177861,18.449307,-33.940822;;;
20940177862,18.436592,-33.940888;;;
20940177863,18.43701,-33.941553;;;
20940177864,18.434043,-33.942162;;;
20940177865,18.439525,-33.942348;;;
20940177866,18.440147,-33.942505;;;
20940177867,18.440612,-33.944147;;;
20940177868,18.45709,-33.95064;;;
20940177869,18.460968,-33.950317;;;
20940177870,18.463498,-33.950887;;;
20940177871,18.46105,-33.950858;;;
20940177872,18.464192,-33.945417;;;
20940177873,18.459775,-33.944545;;;
20940177874,18.465612,-33.946172;;;
20940177875,18.463348,-33.952482;;;
20940177876,18.463417,-33.952297;;;
20940177877,18.463405,-33.952295;;;
20940177878,18.463348,-33.952083;;;
20940177879,18.46334,-33.952105;;;
20940177880,18.46333,-33.952157;;;
20940177881,18.463345,-33.95217;;;
20940177882,18.463368,-33.952128;;;
20940177883,18.463333,-33.952047;;;
20940177884,18.462768,-33.952468;;;
20940177885,18.464792,-33.951347;;;
20940177886,18.464687,-33.9511;;;
20940177887,18.464977,-33.951268;;;
20940177888,18.464815,-33.95132;;;
20940177889,18.464808,-33.951292;;;
20940177890,18.464305,-33.951548;;;
20940177891,18.464715,-33.951197;;;
20940177892,18.464773,-33.950977;;;
20940177893,18.461512,-33.953692;;;
20940177894,18.46098,-33.953838;;;
20940177895,18.459565,-33.954697;;;
20940177896,18.457903,-33.955543;;;
20940177897,18.45659,-33.955105;;;
20940177898,18.456147,-33.955547;;;
20940177899,18.453873,-33.960397;;;
20940177900,18.458042,-33.962295;;;
20940177901,18.458112,-33.96251;;;
20940177902,18.458125,-33.962412;;;
20940177903,18.458092,-33.962438;;;
20940177904,18.458038,-33.962318;;;
20940177905,18.45809,-33.962393;;;
20940177906,18.45817,-33.962507;;;
20940177907,18.458237,-33.962462;;;
20940177908,18.458187,-33.962223;;;
20940177909,18.458377,-33.962347;;;
20940177910,18.457187,-33.965375;;;
20940177911,18.457162,-33.965377;;;
20940177912,18.454195,-33.966117;;;
20940177913,18.453668,-33.966967;;;
20940177914,18.453748,-33.966272;;;
20940177915,18.453982,-33.966787;;;
20940177916,18.449095,-33.968492;;;
20940177917,18.444893,-33.97264;;;
20940177918,18.438278,-33.975533;;;
20940177919,18.433533,-33.979342;;;
20940177920,18.433947,-33.981432;;;
20940177921,18.43353,-33.9857;;;
20940177922,18.42995,-33.985818;;;
20940177923,18.431145,-33.988293;;;
20940177924,18.42862,-33.991315;;;
20940177925,18.431133,-33.991072;;;
20940177926,18.431745,-33.990193;;;
20940177927,18.430442,-33.990735;;;
20940177928,18.430175,-33.990397;;;
20940177929,18.429562,-33.990652;;;
20940177930,18.429725,-33.990693;;;
20940177931,18.429605,-33.990667;;;
20940177932,18.429695,-33.990698;;;
20940177933,18.42957,-33.990618;;;
20940177934,18.429633,-33.99069;;;
20940177935,18.429668,-33.991022;;;
20940177936,18.423845,-33.994085;;;
20940177937,18.424448,-33.995037;;;
20940177938,18.42447,-33.994813;;;
20940177939,18.424225,-33.995788;;;
20940177940,18.424187,-33.995117;;;
20940177941,18.42417,-33.995105;;;
20940177942,18.42417,-33.995222;;;
20940177943,18.424205,-33.99527;;;
20940177944,18.422935,-33.99589;;;
20940177945,18.421117,-34.001112;;;
20940177946,18.422867,-34.00258;;;
20940177947,18.42312,-34.002905;;;
20940177948,18.408952,-34.008072;;;
20940177949,18.395282,-34.006868;;;
20940177950,18.390417,-34.00597;;;
20940177951,18.385167,-34.003455;;;
20940177952,18.384958,-34.003343;;;
20940177953,18.384432,-34.002952;;;
20940177954,18.393235,-34.010105;;;
20940177955,18.404272,-34.01039;;;
20940177956,18.397857,-34.005252;;;
20940177957,18.38476,-34.003588;;;
20940177958,18.38937,-34.007418;;;
20940177959,18.389682,-34.007152;;;
20940177960,18.389555,-34.00708;;;
20940177961,18.392955,-34.008717;;;
20940177962,18.39095,-34.009642;;;
20940177963,18.391297,-34.00564;;;
20940177964,18.390312,-34.007255;;;
20940177965,18.389722,-34.007315;;;
20940177966,18.389877,-34.007227;;;
20940177967,18.391052,-34.007553;;;
20940177968,18.4062,-34.009157;;;
20940177969,18.408738,-34.00845;;;
20940177970,18.386725,-33.992638;;;
20940177971,18.378352,-33.99129;;;
20940177972,18.374907,-33.987767;;;
20940177973,18.402592,-33.975082;;;
20940177974,18.407627,-33.975665;;;
20940177975,18.414792,-33.978788;;;
20940177976,18.458147,-33.96462;;;
20940177977,18.458467,-33.960647;;;
20940177978,18.46268,-33.952575;;;
20940177979,18.465853,-33.94831;;;
20940177980,18.465185,-33.94555;;;
20940177981,18.46573,-33.948667;;;
20940177982,18.465473,-33.948843;;;
20940177983,18.460918,-33.950375;;;
20940177984,18.461583,-33.951433;;;
20940177985,18.460738,-33.950243;;;
20940177986,18.46112,-33.949632;;;
20940177987,18.466173,-33.948942;;;
20940177988,18.463702,-33.952303;;;
20940177989,18.465013,-33.951638;;;
20940177990,18.46484,-33.950798;;;
20940177991,18.459735,-33.950683;;;
20940177992,18.460818,-33.953157;;;
20940177993,18.459837,-33.953512;;;
20940177994,18.459827,-33.954202;;;
20940177995,18.463703,-33.952395;;;
20940177996,18.464647,-33.951883;;;
20940177997,18.463102,-33.94403;;;
20940177998,18.465253,-33.948863;;;
20940177999,18.465433,-33.949482;;;
20940178000,18.450547,-33.940832;;;
20940178001,18.440713,-33.939525;;;
20940178002,18.44057,-33.940607;;;
20940178003,18.437678,-33.94039;;;
20940178004,18.435847,-33.940948;;;
20940178005,18.436248,-33.940677;;;
20940178006,18.436015,-33.940825;;;
20940178007,18.436005,-33.9407;;;
20940178008,18.435987,-33.940715;;;
20940178009,18.435957,-33.940792;;;
20940178010,18.43588,-33.940965;;;
20940178011,18.435878,-33.940705;;;
20940178012,18.436308,-33.940757;;;
20940178013,18.435962,-33.940613;;;
20940178014,18.436243,-33.940585;;;
20940178015,18.440822,-33.941397;;;
20940178016,18.44446,-33.940592;;;
20940178017,18.445623,-33.940393;;;
20940178018,18.44524,-33.940947;;;
20940178019,18.445358,-33.940555;;;
20940178020,18.444908,-33.940803;;;
20940178021,18.445045,-33.940713;;;
20940178022,18.445208,-33.940078;;;
20940178023,18.445975,-33.939472;;;
20940178024,18.446475,-33.93968;;;
20940178025,18.446433,-33.93966;;;
20940178026,18.446262,-33.93948;;;
20940178027,18.446522,-33.939377;;;
20940178028,18.446007,-33.939937;;;
20940178029,18.445783,-33.938797;;;
20940178030,18.445908,-33.938687;;;
20940178031,18.44592,-33.938695;;;
20940178032,18.445693,-33.939083;;;
20940178033,18.447085,-33.938553;;;
20940178034,18.447038,-33.939015;;;
20940178035,18.446658,-33.939007;;;
20940178036,18.442503,-33.938733;;;
20940178037,18.439335,-33.938163;;;
20940178038,18.436763,-33.93836;;;
20940178039,18.435197,-33.938213;;;
20940178040,18.435058,-33.938148;;;
20940178041,18.434408,-33.937392;;;
20940178042,18.435207,-33.938115;;;
20940178043,18.435122,-33.938383;;;
20940178044,18.43522,-33.93859;;;
20940178045,18.434708,-33.938925;;;
20940178046,18.432543,-33.940125;;;
20940178047,18.432633,-33.940127;;;
20940178048,18.432668,-33.940092;;;
20940178049,18.431698,-33.941152;;;
20940178050,18.430573,-33.941503;;;
20940178051,18.430195,-33.941393;;;
20940178052,18.428768,-33.943028;;;
20940178053,18.428188,-33.943423;;;
20940178054,18.426337,-33.944328;;;
20940178055,18.422898,-33.947392;;;
20940178056,18.420328,-33.94966;;;
20940178057,18.42027,-33.949718;;;
20940178058,18.419143,-33.953115;;;
20940178059,18.418745,-33.954325;;;
20940178060,18.418323,-33.954795;;;
20940178061,18.418505,-33.954915;;;
20940178062,18.41826,-33.955498;;;
20940178063,18.418045,-33.955448;;;
20940178064,18.418015,-33.955423;;;
20940178065,18.418015,-33.955398;;;
20940178066,18.418017,-33.955368;;;
20940178067,18.417985,-33.955393;;;
20940178068,18.418012,-33.955375;;;
20940178069,18.417963,-33.95547;;;
20940178070,18.416077,-33.954887;;;
20940178071,18.411557,-33.952235;;;
20940178072,18.409535,-33.948888;;;
20940178073,18.40473,-33.946025;;;
20940178074,18.404855,-33.94529;;;
20940178075,18.404933,-33.945272;;;
20940178076,18.40493,-33.945123;;;
20940178077,18.404858,-33.94517;;;
20940178078,18.398628,-33.942587;;;
20940178079,18.393332,-33.945862;;;
20940178080,18.392195,-33.94879;;;
20940178081,18.392068,-33.948613;;;
20940178082,18.386307,-33.942777;;;
20940178083,18.383705,-33.93545;;;
20940178084,18.385827,-33.934233;;;
20940178085,18.386022,-33.934233;;;
20940178086,18.395305,-33.931093;;;
20940178087,18.401157,-33.925663;;;
20940178088,18.405543,-33.920543;;;
20940178089,18.40068,-33.918957;;;
20940178090,18.399602,-33.919297;;;
20940178091,18.399513,-33.919375;;;
20940178092,18.399742,-33.919112;;;
20940178093,18.39945,-33.918697;;;
20940178094,18.400113,-33.919507;;;
20940178095,18.39741,-33.918048;;;
20940178096,18.399558,-33.918372;;;
20940178097,18.39961,-33.9194;;;
20940178098,18.402107,-33.918395;;;
20940178099,18.396053,-33.926672;;;
20940178100,18.386438,-33.934665;;;
20940178101,18.386392,-33.9347;;;
20940178102,18.386365,-33.934582;;;
20940178103,18.384868,-33.935318;;;
20940178104,18.386238,-33.935115;;;
20940178105,18.386368,-33.935113;;;
20940178106,18.384283,-33.932777;;;
20940178107,18.382765,-33.937492;;;
20940178108,18.382823,-33.937608;;;
20940178109,18.38605,-33.943112;;;
20940178110,18.385998,-33.94278;;;
20940178111,18.392473,-33.942323;;;
20940178112,18.391027,-33.952858;;;
20940178113,18.390352,-33.958627;;;
20940178114,18.403312,-33.973232;;;
20940178115,18.404167,-33.974907;;;
20940178116,18.399773,-33.984082;;;
20940178117,18.39958,-33.9811;;;
20940178118,18.423943,-34.002253;;;
20940178119,18.430592,-33.990633;;;
20940178120,18.429683,-33.99066;;;
20940178121,18.429375,-33.990317;;;
20940178122,18.429365,-33.990367;;;
20940178123,18.429788,-33.990478;;;
20940178124,18.429488,-33.990362;;;
20940178125,18.429033,-33.988173;;;
20940178126,18.431152,-33.98734;;;
20940178127,18.433958,-33.987367;;;
20940178128,18.433288,-33.987187;;;
20940178129,18.444475,-33.970033;;;
20940178130,18.451758,-33.960153;;;
20940178131,18.45235,-33.960572;;;
20940178132,18.452523,-33.959967;;;
20940178133,18.455292,-33.962233;;;
20940178134,18.45669,-33.963823;;;
20940178135,18.451608,-33.963658;;;
20940178136,18.45724,-33.963203;;;
20940178137,18.451782,-33.960137;;;
20940178138,18.451862,-33.960078;;;
20940178139,18.45196,-33.959872;;;
20940178140,18.45215,-33.960053;;;
20940178141,18.452202,-33.960208;;;
20940178142,18.451753,-33.960028;;;
20940178143,18.454705,-33.959715;;;
20940178144,18.457363,-33.960272;;;
20940178145,18.458253,-33.960222;;;
20940178146,18.458305,-33.960207;;;
20940178147,18.458373,-33.960233;;;
20940178148,18.458107,-33.961443;;;
20940178149,18.457395,-33.962165;;;
20940178150,18.457427,-33.96187;;;
20940178151,18.457377,-33.96189;;;
20940178152,18.457457,-33.96188;;;
20940178153,18.456202,-33.963203;;;
20940178154,18.45192,-33.963872;;;
20940178155,18.451752,-33.96347;;;
20940178156,18.451922,-33.963725;;;
20940178157,18.448855,-33.961047;;;
20940178158,18.44828,-33.95977;;;
20940178159,18.448282,-33.959578;;;
20940178160,18.44903,-33.959062;;;
20940178161,18.45195,-33.9567;;;
20940178162,18.457912,-33.954755;;;
20940178163,18.461003,-33.953805;;;
20940178164,18.464652,-33.952137;;;
20940178165,18.460973,-33.95328;;;
20940178166,18.460857,-33.95311;;;
20940178167,18.460818,-33.9537;;;
20940178168,18.461005,-33.953207;;;
20940178169,18.460858,-33.953442;;;
20940178170,18.459048,-33.954302;;;
20940178171,18.457325,-33.953888;;;
20940178172,18.45506,-33.95323;;;
20940178173,18.456973,-33.951712;;;
20940178174,18.457683,-33.951867;;;
20940178175,18.456862,-33.950877;;;
20940178176,18.457908,-33.951985;;;
20940178177,18.457755,-33.951125;;;
20940178178,18.459853,-33.950375;;;
20940178179,18.460362,-33.949985;;;
20940178180,18.460218,-33.949705;;;
20940178181,18.460833,-33.949495;;;
20940178182,18.460777,-33.950505;;;
20940178183,18.460757,-33.950463;;;
20940178184,18.461353,-33.949903;;;
20940178185,18.461535,-33.949445;;;
20940178186,18.461555,-33.949092;;;
20940178187,18.461878,-33.94902;;;
20940178188,18.46416,-33.94984;;;
20940178189,18.464645,-33.950932;;;
20940178190,18.465047,-33.951233;;;
20940178191,18.462858,-33.952317;;;
20940178192,18.461625,-33.95179;;;
20940178193,18.462007,-33.951745;;;
20940178194,18.463345,-33.950543;;;
20940178195,18.463433,-33.95057;;;
20940178196,18.463487,-33.950653;;;
20940178197,18.463838,-33.950407;;;
20940178198,18.46406,-33.950325;;;
20940178199,18.46305,-33.949345;;;
20940178200,18.463065,-33.949462;;;
20940178201,18.463098,-33.949475;;;
20940178202,18.463055,-33.949502;;;
20940178203,18.46303,-33.949412;;;
20940178204,18.463052,-33.949127;;;
20940178205,18.46194,-33.949565;;;
20940178206,18.46152,-33.949553;;;
20940178207,18.461408,-33.949517;;;
20940178208,18.461377,-33.949602;;;
20940178209,18.461378,-33.949632;;;
20940178210,18.461385,-33.949815;;;
20940178211,18.461272,-33.95037;;;
20940178212,18.458103,-33.95098;;;
20940178213,18.457058,-33.951918;;;
20940178214,18.455462,-33.950767;;;
20940178215,18.455652,-33.95163;;;
20940178216,18.459393,-33.951455;;;
20940178217,18.460168,-33.951703;;;
20940178218,18.459623,-33.951707;;;
20940178219,18.463488,-33.952525;;;
20940178220,18.461257,-33.952012;;;
20940178221,18.462382,-33.952643;;;
20940178222,18.462253,-33.952813;;;
20940178223,18.46378,-33.950343;;;
20940178224,18.46309,-33.952173;;;
20940178225,18.46338,-33.952127;;;
20940178226,18.463582,-33.95212;;;
20940178227,18.46477,-33.952233;;;
20940178228,18.457907,-33.950875;;;
20940178229,18.455892,-33.950335;;;
20940178230,18.454878,-33.950785;;;
20940178231,18.45525,-33.950413;;;
20940178232,18.457458,-33.948685;;;
20940178233,18.457363,-33.948517;;;
20940178234,18.457122,-33.948315;;;
20940178235,18.457102,-33.945395;;;
20940178236,18.456282,-33.94101;;;
20940178237,18.434427,-33.938017;;;
20940178238,18.434965,-33.937792;;;
20940178239,18.435982,-33.94012;;;
20940178240,18.439792,-33.941882;;;
20940178241,18.440867,-33.94298;;;
20940178242,18.441668,-33.942793;;;
20940178243,18.448877,-33.959598;;;
20940178244,18.448912,-33.959705;;;
20940178245,18.453368,-33.960615;;;
20940178246,18.454132,-33.959952;;;
20940178247,18.453842,-33.959888;;;
20940178248,18.45515,-33.96186;;;
20940178249,18.455182,-33.96193;;;
20940178250,18.455145,-33.961933;;;
20940178251,18.456437,-33.96246;;;
20940178252,18.44625,-33.972372;;;
20940178253,18.429853,-33.991737;;;
20940178254,18.431107,-33.991177;;;
20940178255,18.431233,-33.991083;;;
20940178256,18.431343,-33.991105;;;
20940178257,18.425175,-33.993878;;;
20940178258,18.41826,-34.006962;;;
20940178259,18.400128,-34.008577;;;
20940178260,18.395723,-34.023713;;;
20940178261,18.402427,-34.030297;;;
20940178262,18.400718,-34.029645;;;
20940178263,18.400695,-34.029687;;;
20940178264,18.400702,-34.029655;;;
20940178265,18.400662,-34.029645;;;
20940178266,18.400867,-34.029563;;;
20940178267,18.400865,-34.029662;;;
20940178268,18.400685,-34.02968;;;
20940178269,18.400715,-34.029545;;;
20940178270,18.400772,-34.029638;;;
20940178271,18.400582,-34.029692;;;
20940178272,18.400698,-34.029607;;;
20940178273,18.40069,-34.029622;;;
20940178274,18.400687,-34.029597;;;
20940178275,18.400615,-34.029465;;;
20940178276,18.400658,-34.029453;;;
20940178277,18.400702,-34.029445;;;
20940178278,18.400675,-34.029675;;;
20940178279,18.400498,-34.02935;;;
20940178280,18.400602,-34.029555;;;
20940178281,18.400715,-34.02966;;;
20940178282,18.400672,-34.02971;;;
20940178283,18.40068,-34.029737;;;
20940178284,18.400642,-34.029662;;;
20940178285,18.400735,-34.029668;;;
20940178286,18.400618,-34.029665;;;
20940178287,18.40065,-34.02966;;;
20940178288,18.40065,-34.029667;;;
20940178289,18.40067,-34.02967;;;
20940178290,18.400593,-34.029683;;;
20940178291,18.400638,-34.029693;;;
20940178292,18.400658,-34.0296;;;
20940178293,18.400683,-34.029848;;;
20940178294,18.400725,-34.029755;;;
20940178295,18.400667,-34.02974;;;
20940178296,18.40092,-34.029723;;;
20940178297,18.400895,-34.029663;;;
20940178298,18.400955,-34.029497;;;
20940178299,18.401023,-34.029462;;;
20940178300,18.40095,-34.029463;;;
20940178301,18.401003,-34.029388;;;
20940178302,18.400905,-34.02962;;;
20940178303,18.401065,-34.029633;;;
20940178304,18.401037,-34.029788;;;
20940178305,18.400705,-34.029703;;;
20940178306,18.400635,-34.029513;;;
20940178307,18.400457,-34.029385;;;
20940178308,18.400702,-34.029707;;;
20940178309,18.400538,-34.029877;;;
20940178310,18.4006,-34.029732;;;
20940178311,18.400618,-34.030032;;;
20940178312,18.400755,-34.030167;;;
20940178313,18.40066,-34.03009;;;
20940178314,18.40052,-34.030123;;;
20940178315,18.401005,-34.030173;;;
20940178316,18.400688,-34.029612;;;
20940178317,18.400883,-34.029227;;;
20940178318,18.400627,-34.029717;;;
20940178319,18.400642,-34.02972;;;
20940178320,18.400502,-34.029628;;;
20940178321,18.400547,-34.029657;;;
20940178322,18.400877,-34.029737;;;
20940178323,18.400928,-34.029838;;;
20940178324,18.400917,-34.0293;;;
20940178325,18.400942,-34.029253;;;
20940178326,18.40092,-34.029277;;;
20940178327,18.40091,-34.02924;;;
20940178328,18.400923,-34.029247;;;
20940178329,18.40092,-34.029353;;;
20940178330,18.400748,-34.029277;;;
20940178331,18.400902,-34.029257;;;
20940178332,18.40091,-34.029305;;;
20940178333,18.400968,-34.029355;;;
20940178334,18.400978,-34.029393;;;
20940178335,18.401,-34.029307;;;
20940178336,18.400478,-34.029557;;;
20940178337,18.401212,-34.029237;;;
20940178338,18.401085,-34.029048;;;
20940178339,18.401198,-34.029085;;;
20940178340,18.401202,-34.029157;;;
20940178341,18.399678,-34.028828;;;
20940178342,18.400907,-34.029323;;;
20940178343,18.400732,-34.02966;;;
20940178344,18.40068,-34.029625;;;
20940178345,18.400808,-34.029953;;;
20940178346,18.400667,-34.029655;;;
20940178347,18.400635,-34.029588;;;
20940178348,18.400835,-34.029463;;;
20940178349,18.400797,-34.029478;;;
20940178350,18.400927,-34.029318;;;
20940178351,18.400448,-34.029263;;;
20940178352,18.400618,-34.03005;;;
20940178353,18.400482,-34.030013;;;
20940178354,18.400302,-34.028898;;;
20940178355,18.399908,-34.031598;;;
20940178356,18.396483,-34.032103;;;
20940178357,18.397252,-34.031087;;;
20940178358,18.397497,-34.031923;;;
20940178359,18.396955,-34.032045;;;
20940178360,18.391393,-34.034088;;;
20940178361,18.391332,-34.034515;;;
20940178362,18.391728,-34.035262;;;
20940178363,18.383985,-34.035788;;;
20940178364,18.39124,-34.034288;;;
20940178365,18.391458,-34.034347;;;
20940178366,18.392973,-34.033255;;;
20940178367,18.383873,-34.026357;;;
20940178368,18.391868,-34.030137;;;
20940178369,18.392987,-34.02963;;;
20940178370,18.392902,-34.029757;;;
20940178371,18.392992,-34.02979;;;
20940178372,18.392902,-34.029735;;;
20940178373,18.393118,-34.029572;;;
20940178374,18.392725,-34.029837;;;
20940178375,18.393043,-34.029655;;;
20940178376,18.393042,-34.029708;;;
20940178377,18.393073,-34.02972;;;
20940178378,18.39289,-34.029863;;;
20940178379,18.39296,-34.02972;;;
20940178380,18.393215,-34.029428;;;
20940178381,18.392977,-34.029702;;;
20940178382,18.393165,-34.029673;;;
20940178383,18.393127,-34.02976;;;
20940178384,18.392937,-34.029788;;;
20940178385,18.392905,-34.029867;;;
20940178386,18.396503,-34.031355;;;
20940178387,18.39614,-34.031427;;;
20940178388,18.395063,-34.032173;;;
20940178389,18.394948,-34.032242;;;
20940178390,18.394445,-34.0344;;;
20940178391,18.393828,-34.035458;;;
20940178392,18.39403,-34.035352;;;
20940178393,18.393782,-34.034825;;;
20940178394,18.394468,-34.034423;;;
20940178395,18.394068,-34.0346;;;
20940178396,18.393802,-34.034562;;;
20940178397,18.393805,-34.034562;;;
20940178398,18.39376,-34.034555;;;
20940178399,18.393763,-34.034562;;;
20940178400,18.39378,-34.034523;;;
20940178401,18.393772,-34.034537;;;
20940178402,18.39436,-34.034927;;;
20940178403,18.394588,-34.034805;;;
20940178404,18.394807,-34.034665;;;
20940178405,18.394118,-34.03518;;;
20940178406,18.394233,-34.034847;;;
20940178407,18.394022,-34.034803;;;
20940178408,18.393923,-34.034765;;;
20940178409,18.39411,-34.034597;;;
20940178410,18.393672,-34.034602;;;
20940178411,18.394148,-34.034505;;;
20940178412,18.394412,-34.035398;;;
20940178413,18.394263,-34.035402;;;
20940178414,18.395112,-34.034813;;;
20940178415,18.394603,-34.035177;;;
20940178416,18.394612,-34.034582;;;
20940178417,18.394857,-34.035328;;;
20940178418,18.394657,-34.035375;;;
20940178419,18.395237,-34.035357;;;
20940178420,18.394343,-34.035433;;;
20940178421,18.394213,-34.035297;;;
20940178422,18.394183,-34.03516;;;
20940178423,18.394272,-34.035318;;;
20940178424,18.394223,-34.035333;;;
20940178425,18.394257,-34.035323;;;
20940178426,18.394347,-34.035303;;;
20940178427,18.394183,-34.035335;;;
20940178428,18.394333,-34.03522;;;
20940178429,18.394393,-34.035263;;;
20940178430,18.3951,-34.03544;;;
20940178431,18.394197,-34.03532;;;
20940178432,18.394263,-34.035253;;;
20940178433,18.394293,-34.035267;;;
20940178434,18.394252,-34.035355;;;
20940178435,18.394465,-34.035353;;;
20940178436,18.3943,-34.035347;;;
20940178437,18.394413,-34.035365;;;
20940178438,18.394568,-34.034835;;;
20940178439,18.394555,-34.034765;;;
20940178440,18.394287,-34.03498;;;
20940178441,18.394373,-34.034995;;;
20940178442,18.393993,-34.034947;;;
20940178443,18.39402,-34.03518;;;
20940178444,18.394147,-34.035188;;;
20940178445,18.39445,-34.035125;;;
20940178446,18.394067,-34.03529;;;
20940178447,18.394062,-34.035357;;;
20940178448,18.394195,-34.033812;;;
20940178449,18.394187,-34.033827;;;
20940178450,18.394122,-34.033813;;;
20940178451,18.394137,-34.033873;;;
20940178452,18.394075,-34.033975;;;
20940178453,18.394133,-34.034007;;;
20940178454,18.394692,-34.034978;;;
20940178455,18.394487,-34.03471;;;
20940178456,18.394427,-34.034033;;;
20940178457,18.394537,-34.034012;;;
20940178458,18.394532,-34.034008;;;
20940178459,18.394437,-34.034018;;;
20940178460,18.396153,-34.032815;;;
20940178461,18.397163,-34.032167;;;
20940178462,18.397353,-34.031707;;;
20940178463,18.397377,-34.031058;;;
20940178464,18.397068,-34.031143;;;
20940178465,18.395112,-34.030762;;;
20940178466,18.393453,-34.032153;;;
20940178467,18.392913,-34.031077;;;
20940178468,18.387197,-34.0281;;;
20940178469,18.386258,-34.027948;;;
20940178470,18.386533,-34.027557;;;
20940178471,18.3941,-34.035483;;;
20940178472,18.390717,-34.035817;;;
20940178473,18.39305,-34.031257;;;
20940178474,18.384027,-34.026622;;;
20940178475,18.3979,-34.005925;;;
20940178476,18.39829,-34.005253;;;
20940178477,18.39896,-34.005452;;;
20940178478,18.397967,-34.006132;;;
20940178479,18.396027,-34.003612;;;
20940178480,18.3972,-34.001942;;;
20940178481,18.396522,-33.999773;;;
20940178482,18.399463,-34.005047;;;
20940178483,18.410917,-34.008092;;;
20940178484,18.41119,-34.00756;;;
20940178485,18.409528,-34.008303;;;
20940178486,18.390483,-34.028985;;;
20940178487,18.388818,-34.03052;;;
20940178488,18.389182,-34.037893;;;
20940178489,18.389117,-34.037342;;;
20940178490,18.38892,-34.037727;;;
20940178491,18.388963,-34.037753;;;
20940178492,18.388792,-34.037395;;;
20940178493,18.389047,-34.037128;;;
20940178494,18.387185,-34.038188;;;
20940178495,18.38793,-34.037502;;;
20940178496,18.389208,-34.03729;;;
20940178497,18.388855,-34.037528;;;
20940178498,18.381718,-34.039743;;;
20940178499,18.38022,-34.039547;;;
20940178500,18.379738,-34.039802;;;
20940178501,18.388878,-34.03755;;;
20940178502,18.388832,-34.037487;;;
20940178503,18.388893,-34.037588;;;
