rowname,x,y;;;
20940178504,18.388843,-34.037513;;;
20940178505,18.392187,-34.03617;;;
20940178506,18.387263,-34.03622;;;
20940178507,18.38101,-34.035288;;;
20940178508,18.381773,-34.037655;;;
20940178509,18.397193,-34.030132;;;
20940178510,18.407095,-34.0289;;;
20940178511,18.398023,-34.030152;;;
20940178512,18.3832,-34.045362;;;
20940178513,18.386405,-34.047375;;;
20940178514,18.386915,-34.063932;;;
20940178515,18.409788,-34.08276;;;
20940178516,18.41406,-34.092052;;;
20940178517,18.413243,-34.092248;;;
20940178518,18.418565,-34.095277;;;
20940178519,18.419737,-34.096523;;;
20940178520,18.394173,-34.096325;;;
20940178521,18.394122,-34.096312;;;
20940178522,18.394052,-34.09633;;;
20940178523,18.39519,-34.096532;;;
20940178524,18.394905,-34.095685;;;
20940178525,18.3951,-34.0958;;;
20940178526,18.395153,-34.095703;;;
20940178527,18.395185,-34.09555;;;
20940178528,18.395168,-34.09563;;;
20940178529,18.395382,-34.095298;;;
20940178530,18.395523,-34.094855;;;
20940178531,18.395472,-34.095513;;;
20940178532,18.394807,-34.094857;;;
20940178533,18.395237,-34.094858;;;
20940178534,18.393508,-34.096007;;;
20940178535,18.394008,-34.09586;;;
20940178536,18.393793,-34.096478;;;
20940178537,18.3938,-34.096425;;;
20940178538,18.393782,-34.09646;;;
20940178539,18.39378,-34.096525;;;
20940178540,18.393855,-34.096425;;;
20940178541,18.39372,-34.096572;;;
20940178542,18.393643,-34.096608;;;
20940178543,18.393788,-34.096637;;;
20940178544,18.393825,-34.096497;;;
20940178545,18.393803,-34.0965;;;
20940178546,18.393807,-34.09651;;;
20940178547,18.393027,-34.09659;;;
20940178548,18.394653,-34.098462;;;
20940178549,18.393688,-34.096515;;;
20940178550,18.393545,-34.096628;;;
20940178551,18.394207,-34.09644;;;
20940178552,18.393977,-34.096722;;;
20940178553,18.393815,-34.096668;;;
20940178554,18.393652,-34.096895;;;
20940178555,18.393527,-34.096788;;;
20940178556,18.393308,-34.096685;;;
20940178557,18.393275,-34.096688;;;
20940178558,18.393305,-34.09671;;;
20940178559,18.393375,-34.096972;;;
20940178560,18.393355,-34.096983;;;
20940178561,18.393478,-34.096987;;;
20940178562,18.393265,-34.096508;;;
20940178563,18.39333,-34.096442;;;
20940178564,18.392905,-34.096767;;;
20940178565,18.393683,-34.09572;;;
20940178566,18.393473,-34.09597;;;
20940178567,18.395183,-34.09584;;;
20940178568,18.39512,-34.09583;;;
20940178569,18.394287,-34.095573;;;
20940178570,18.394277,-34.095482;;;
20940178571,18.395377,-34.095952;;;
20940178572,18.3955,-34.095688;;;
20940178573,18.3958,-34.095748;;;
20940178574,18.396822,-34.095843;;;
20940178575,18.398668,-34.095012;;;
20940178576,18.403323,-34.09078;;;
20940178577,18.402358,-34.087278;;;
20940178578,18.396725,-34.08297;;;
20940178579,18.392267,-34.079753;;;
20940178580,18.3913,-34.078825;;;
20940178581,18.390165,-34.078353;;;
20940178582,18.386923,-34.076212;;;
20940178583,18.382173,-34.073807;;;
20940178584,18.381555,-34.072773;;;
20940178585,18.3816,-34.071957;;;
20940178586,18.38243,-34.073332;;;
20940178587,18.38228,-34.073568;;;
20940178588,18.382342,-34.073608;;;
20940178589,18.382313,-34.07359;;;
20940178590,18.382292,-34.073588;;;
20940178591,18.382252,-34.073568;;;
20940178592,18.382302,-34.073563;;;
20940178593,18.388595,-34.06525;;;
20940178594,18.387935,-34.064905;;;
20940178595,18.388118,-34.065155;;;
20940178596,18.388145,-34.064803;;;
20940178597,18.387925,-34.06557;;;
20940178598,18.388542,-34.064857;;;
20940178599,18.388353,-34.064985;;;
20940178600,18.387948,-34.064793;;;
20940178601,18.388492,-34.065142;;;
20940178602,18.388317,-34.065563;;;
20940178603,18.387072,-34.065427;;;
20940178604,18.387615,-34.065288;;;
20940178605,18.387683,-34.065203;;;
20940178606,18.388143,-34.065325;;;
20940178607,18.388352,-34.064337;;;
20940178608,18.387773,-34.06475;;;
20940178609,18.388193,-34.06626;;;
20940178610,18.38766,-34.06569;;;
20940178611,18.388107,-34.065192;;;
20940178612,18.387845,-34.064355;;;
20940178613,18.38854,-34.064858;;;
20940178614,18.389133,-34.065672;;;
20940178615,18.387965,-34.065378;;;
20940178616,18.388267,-34.06513;;;
20940178617,18.386808,-34.064165;;;
20940178618,18.387882,-34.065398;;;
20940178619,18.388153,-34.065313;;;
20940178620,18.388292,-34.065487;;;
20940178621,18.388267,-34.06481;;;
20940178622,18.38821,-34.065337;;;
20940178623,18.387977,-34.065258;;;
20940178624,18.388058,-34.06542;;;
20940178625,18.38724,-34.065313;;;
20940178626,18.388262,-34.065318;;;
20940178627,18.385998,-34.065875;;;
20940178628,18.38753,-34.065628;;;
20940178629,18.387295,-34.065515;;;
20940178630,18.386538,-34.063922;;;
20940178631,18.386413,-34.06423;;;
20940178632,18.388582,-34.065928;;;
20940178633,18.387698,-34.065668;;;
20940178634,18.384538,-34.060128;;;
20940178635,18.388538,-34.060882;;;
20940178636,18.388875,-34.062103;;;
20940178637,18.386328,-34.065598;;;
20940178638,18.365698,-34.080935;;;
20940178639,18.372458,-34.06317;;;
20940178640,18.373237,-34.060387;;;
20940178641,18.373253,-34.06054;;;
20940178642,18.377557,-34.037958;;;
20940178643,18.390428,-34.029672;;;
20940178644,18.39047,-34.029642;;;
20940178645,18.390913,-34.029638;;;
20940178646,18.403458,-34.009035;;;
20940178647,18.423303,-33.999272;;;
20940178648,18.423228,-33.99945;;;
20940178649,18.42463,-33.989798;;;
20940178650,18.443423,-33.972977;;;
20940178651,18.444282,-33.971095;;;
20940178652,18.444028,-33.971252;;;
20940178653,18.452138,-33.958537;;;
20940178654,18.45692,-33.95155;;;
20940178655,18.458297,-33.948055;;;
20940178656,18.45892,-33.948063;;;
20940178657,18.458587,-33.948297;;;
20940178658,18.45881,-33.948237;;;
20940178659,18.459498,-33.950655;;;
20940178660,18.459378,-33.95003;;;
20940178661,18.45979,-33.950765;;;
20940178662,18.461677,-33.950162;;;
20940178663,18.461,-33.943993;;;
20940178664,18.464495,-33.945898;;;
20940178665,18.459317,-33.945773;;;
20940178666,18.452282,-33.944488;;;
20940178667,18.46262,-33.952157;;;
20940178668,18.460503,-33.951448;;;
20940178669,18.460443,-33.951307;;;
20940178670,18.459987,-33.951212;;;
20940178671,18.46203,-33.952297;;;
20940178672,18.461975,-33.952302;;;
20940178673,18.462293,-33.952168;;;
20940178674,18.462185,-33.952258;;;
20940178675,18.463165,-33.953222;;;
20940178676,18.461973,-33.953122;;;
20940178677,18.449502,-33.968947;;;
20940178678,18.449718,-33.95969;;;
20940178679,18.45259,-33.960183;;;
20940178680,18.451882,-33.957522;;;
20940178681,18.451228,-33.957637;;;
20940178682,18.454328,-33.960932;;;
20940178683,18.455755,-33.962392;;;
20940178684,18.454355,-33.963447;;;
20940178685,18.450812,-33.965648;;;
20940178686,18.450628,-33.963867;;;
20940178687,18.454918,-33.95833;;;
20940178688,18.457427,-33.953892;;;
20940178689,18.457302,-33.954157;;;
20940178690,18.456617,-33.953563;;;
20940178691,18.457163,-33.954623;;;
20940178692,18.459305,-33.954387;;;
20940178693,18.462047,-33.952033;;;
20940178694,18.460833,-33.950133;;;
20940178695,18.460865,-33.950238;;;
20940178696,18.462265,-33.949807;;;
20940178697,18.458087,-33.947933;;;
20940178698,18.455662,-33.943282;;;
20940178699,18.45314,-33.943023;;;
20940178700,18.453157,-33.945035;;;
20940178701,18.447795,-33.944665;;;
20940178702,18.462125,-33.951528;;;
20940178703,18.460883,-33.95057;;;
20940178704,18.460928,-33.950418;;;
20940178705,18.462422,-33.948563;;;
20940178706,18.46386,-33.94477;;;
20940178707,18.4532,-33.946293;;;
20940178708,18.453647,-33.946813;;;
20940178709,18.451253,-33.957723;;;
20940178710,18.45253,-33.959863;;;
20940178711,18.452953,-33.959763;;;
20940178712,18.447328,-33.962817;;;
20940178713,18.452605,-33.964302;;;
20940178715,18.4537,-33.963255;;;
20940178717,18.449462,-33.962385;;;
20940178719,18.44914,-33.962255;;;
20940178721,18.448855,-33.962058;;;
20940178723,18.454753,-33.960137;;;
20940178724,18.454693,-33.960088;;;
20940178726,18.456882,-33.962018;;;
20940178728,18.44917,-33.959667;;;
20940178730,18.44934,-33.961597;;;
20940178732,18.458448,-33.95453;;;
20940178734,18.466132,-33.949518;;;
20940178736,18.466323,-33.949387;;;
20940178738,18.466202,-33.949695;;;
20940178740,18.466233,-33.949603;;;
20940178741,18.466103,-33.94966;;;
20940178743,18.460765,-33.950423;;;
20940178745,18.460607,-33.95034;;;
20940178747,18.461227,-33.950953;;;
20940178749,18.462657,-33.94983;;;
20940178751,18.45672,-33.944678;;;
20940178753,18.45602,-33.943848;;;
20940178755,18.438278,-33.946338;;;
20940178764,18.4289,-33.954663;;;
20940178774,18.420207,-33.95071;;;
20940178784,18.418828,-33.953978;;;
20940178794,18.41914,-33.954472;;;
20940178804,18.41814,-33.954075;;;
20940178823,18.4364,-33.949313;;;
20940178833,18.450208,-33.943547;;;
20940178842,18.46322,-33.947973;;;
20940178844,18.466012,-33.949413;;;
20940178854,18.464915,-33.951472;;;
20940178863,18.460807,-33.95054;;;
20940178874,18.460897,-33.950582;;;
20940178876,18.459987,-33.950965;;;
20940178878,18.464797,-33.945993;;;
20940178881,18.46416,-33.946682;;;
20940178884,18.464112,-33.946827;;;
20940178887,18.462863,-33.949272;;;
20940178888,18.464808,-33.950355;;;
20940178891,18.465192,-33.950268;;;
20940178894,18.45817,-33.950743;;;
20940178897,18.458947,-33.95112;;;
20940178900,18.457938,-33.952177;;;
20940178903,18.45194,-33.959027;;;
20940178906,18.452567,-33.959387;;;
20940178909,18.456157,-33.961395;;;
20940178911,18.455333,-33.961648;;;
20940178912,18.456578,-33.962612;;;
20940178915,18.452387,-33.963642;;;
20940178918,18.446132,-33.974192;;;
20940178921,18.442327,-33.973258;;;
20940178924,18.445905,-33.971807;;;
20940178929,18.45168,-33.963707;;;
20940178932,18.451738,-33.963785;;;
20940178935,18.451692,-33.963795;;;
20940178936,18.451712,-33.963567;;;
20940178939,18.451748,-33.963692;;;
20940178942,18.451965,-33.965555;;;
20940178945,18.45225,-33.965447;;;
20940178948,18.452467,-33.965535;;;
20940178951,18.450343,-33.962557;;;
20940178954,18.450682,-33.962633;;;
20940178957,18.450502,-33.962727;;;
20940178959,18.450562,-33.962713;;;
20940178960,18.450422,-33.960753;;;
20940178963,18.448497,-33.959732;;;
20940178966,18.452972,-33.959372;;;
20940178969,18.45884,-33.955467;;;
20940178972,18.461475,-33.949812;;;
20940178975,18.463538,-33.944402;;;
20940178977,18.455695,-33.941007;;;
20940178979,18.456647,-33.940993;;;
20940178981,18.462668,-33.952362;;;
20940178982,18.46327,-33.952067;;;
20940178985,18.462608,-33.95321;;;
20940178990,18.427595,-33.988588;;;
20940178993,18.423705,-33.991075;;;
20940178996,18.42225,-33.990642;;;
20940178999,18.422208,-33.990583;;;
20940179002,18.416208,-33.991047;;;
20940179005,18.415827,-33.990925;;;
20940179006,18.41578,-33.990788;;;
20940179009,18.416922,-33.988192;;;
20940179012,18.415278,-33.989123;;;
20940179015,18.414738,-33.99;;;
20940179018,18.403682,-33.984753;;;
20940179021,18.397667,-33.973043;;;
20940179023,18.39567,-33.97494;;;
20940179025,18.37685,-33.990318;;;
20940179026,18.383235,-33.99987;;;
20940179027,18.383215,-34.001673;;;
20940179030,18.382273,-34.000948;;;
20940179033,18.382278,-34.000755;;;
20940179036,18.382,-34.000863;;;
20940179039,18.381842,-34.000278;;;
20940179042,18.381833,-34.000857;;;
20940179045,18.381993,-34.000382;;;
20940179046,18.381988,-34.001283;;;
20940179047,18.381915,-34.000823;;;
20940179048,18.381908,-34.001042;;;
20940179049,18.382008,-33.999752;;;
20940179050,18.381952,-34.000638;;;
20940179051,18.38193,-34.000825;;;
20940179052,18.381962,-34.000862;;;
20940179053,18.381975,-34.000838;;;
20940179056,18.381973,-34.00085;;;
20940179057,18.381608,-34.00197;;;
20940179058,18.381858,-34.001292;;;
20940179059,18.381988,-34.000818;;;
20940179060,18.38221,-34.00161;;;
20940179061,18.38202,-34.000962;;;
20940179062,18.382072,-34.00097;;;
20940179063,18.381972,-34.000878;;;
20940179064,18.382018,-34.000792;;;
20940179067,18.382008,-34.000752;;;
20940179068,18.382078,-34.000762;;;
20940179069,18.381815,-34.0011;;;
20940179070,18.381872,-34.001062;;;
20940179071,18.381797,-34.00078;;;
20940179072,18.381948,-34.001383;;;
20940179073,18.382002,-34.000858;;;
20940179074,18.382195,-34.001182;;;
20940179075,18.38201,-34.001045;;;
20940179078,18.381683,-34.001247;;;
20940179079,18.381875,-34.000927;;;
20940179080,18.381618,-34.001858;;;
20940179081,18.382225,-34.001065;;;
20940179082,18.381953,-34.000882;;;
20940179083,18.381937,-34.000672;;;
20940179084,18.381928,-34.000803;;;
20940179085,18.382392,-34.001137;;;
20940179087,18.382278,-34.000965;;;
20940179088,18.382425,-34.000873;;;
20940179089,18.38245,-34.000792;;;
20940179090,18.38219,-34.001028;;;
20940179091,18.38215,-34.001007;;;
20940179092,18.382162,-34.001118;;;
20940179093,18.382147,-34.001208;;;
20940179094,18.382105,-34.001088;;;
20940179095,18.382132,-34.001203;;;
20940179098,18.382168,-34.00098;;;
20940179099,18.382185,-34.000903;;;
20940179100,18.382225,-34.000663;;;
20940179101,18.382317,-34.000783;;;
20940179102,18.382338,-34.000635;;;
20940179103,18.382323,-34.001742;;;
20940179104,18.382145,-34.000988;;;
20940179105,18.382088,-34.00103;;;
20940179106,18.382122,-34.000895;;;
20940179109,18.38197,-34.000863;;;
20940179110,18.382027,-34.000927;;;
20940179111,18.381867,-34.00012;;;
20940179112,18.381765,-34.000332;;;
20940179113,18.381925,-34.000405;;;
20940179114,18.382042,-34.000787;;;
20940179115,18.38192,-34.00087;;;
20940179116,18.38195,-34.000825;;;
20940179117,18.381885,-34.000862;;;
20940179120,18.38188,-34.000778;;;
20940179121,18.381862,-34.00088;;;
20940179122,18.381898,-34.000868;;;
20940179123,18.382038,-34.001475;;;
20940179124,18.382107,-34.001152;;;
20940179125,18.382077,-34.00088;;;
20940179126,18.382038,-34.000895;;;
20940179127,18.381927,-34.000767;;;
20940179128,18.38212,-34.000837;;;
20940179131,18.381927,-34.001077;;;
20940179132,18.38199,-34.000907;;;
20940179133,18.381897,-34.000855;;;
20940179134,18.381907,-34.000793;;;
20940179135,18.381882,-33.999487;;;
20940179136,18.381782,-34.00075;;;
20940179137,18.381995,-34.000902;;;
20940179156,18.382455,-34.000732;;;
20940179175,18.382342,-34.000855;;;
20940179211,18.38226,-34.001178;;;
20940179230,18.38176,-34.00096;;;
20940179248,18.382032,-34.000932;;;
20940179267,18.381937,-34.00062;;;
20940179286,18.38164,-34.000767;;;
20940179305,18.38236,-34.00096;;;
20940179324,18.382678,-34.000662;;;
20940179341,18.385525,-34.00287;;;
20940179360,18.387592,-34.006092;;;
20940179363,18.39324,-34.009167;;;
20940179366,18.399382,-34.008418;;;
20940179369,18.399445,-34.008275;;;
20940179372,18.40907,-34.006952;;;
20940179375,18.42321,-34.002885;;;
20940179378,18.423803,-34.001195;;;
20940179385,18.46049,-33.950392;;;
20940179388,18.462382,-33.945607;;;
20940179391,18.461027,-33.946815;;;
20940179394,18.460127,-33.949968;;;
20940179396,18.463362,-33.95223;;;
20940179398,18.464918,-33.95082;;;
20940179401,18.45775,-33.962228;;;
20940179404,18.45761,-33.962202;;;
20940179407,18.458092,-33.962257;;;
20940179409,18.457725,-33.962052;;;
20940179411,18.457617,-33.961917;;;
20940179413,18.454013,-33.960683;;;
20940179415,18.454515,-33.960022;;;
20940179418,18.453252,-33.959428;;;
20940179421,18.45386,-33.95805;;;
20940179424,18.454408,-33.958097;;;
20940179427,18.45705,-33.954393;;;
20940179430,18.459763,-33.948958;;;
20940179433,18.458088,-33.946793;;;
20940179437,18.456302,-33.943455;;;
20940179440,18.463147,-33.951657;;;
20940179443,18.459243,-33.950793;;;
20940179447,18.458968,-33.950828;;;
20940179451,18.463642,-33.949042;;;
20940179455,18.464307,-33.950023;;;
20940179459,18.464307,-33.950197;;;
20940179463,18.464565,-33.945138;;;
20940179469,18.453005,-33.963552;;;
20940179473,18.452362,-33.963658;;;
20940179476,18.451202,-33.960013;;;
20940179480,18.448877,-33.959865;;;
20940179487,18.450958,-33.95723;;;
20940179491,18.450622,-33.957043;;;
20940179496,18.455535,-33.962107;;;
20940179501,18.456412,-33.961767;;;
20940179506,18.45349,-33.964342;;;
20940179511,18.453655,-33.966432;;;
20940179516,18.448633,-33.960187;;;
20940179521,18.448433,-33.957673;;;
20940179526,18.448695,-33.957533;;;
20940179534,18.44848,-33.957508;;;
20940179535,18.451707,-33.958425;;;
20940179536,18.454813,-33.958262;;;
20940179537,18.45522,-33.961907;;;
20940179538,18.456343,-33.961875;;;
20940179543,18.456222,-33.961975;;;
20940179544,18.456202,-33.961942;;;
20940179545,18.456338,-33.961892;;;
20940179546,18.456587,-33.962332;;;
20940179547,18.456773,-33.961997;;;
20940179548,18.4568,-33.961608;;;
20940179549,18.456835,-33.961643;;;
20940179550,18.455963,-33.962122;;;
20940179551,18.455867,-33.962103;;;
20940179556,18.456225,-33.965515;;;
20940179557,18.451793,-33.963668;;;
20940179558,18.451722,-33.963678;;;
20940179559,18.45058,-33.96364;;;
20940179560,18.449365,-33.96457;;;
20940179561,18.452627,-33.964285;;;
20940179562,18.458878,-33.963938;;;
20940179563,18.453788,-33.96425;;;
20940179564,18.452358,-33.960047;;;
20940179569,18.450277,-33.958957;;;
20940179570,18.450435,-33.959082;;;
20940179571,18.450285,-33.958393;;;
20940179572,18.455627,-33.956845;;;
20940179573,18.455503,-33.956632;;;
20940179574,18.455512,-33.956652;;;
20940179575,18.45893,-33.955563;;;
20940179576,18.460278,-33.953545;;;
20940179577,18.46066,-33.953377;;;
20940179582,18.460648,-33.953385;;;
20940179583,18.461595,-33.953088;;;
20940179584,18.461918,-33.953073;;;
20940179585,18.461727,-33.953068;;;
20940179586,18.462143,-33.952675;;;
20940179587,18.461957,-33.952692;;;
20940179588,18.461945,-33.95265;;;
20940179589,18.462197,-33.95272;;;
20940179590,18.46231,-33.952672;;;
20940179595,18.461897,-33.952695;;;
20940179596,18.463277,-33.952375;;;
20940179597,18.463327,-33.952247;;;
20940179598,18.462852,-33.951377;;;
20940179599,18.464132,-33.950128;;;
20940179600,18.464112,-33.950318;;;
20940179601,18.462847,-33.949168;;;
20940179602,18.463857,-33.950093;;;
20940179603,18.463848,-33.950132;;;
20940179608,18.464067,-33.95022;;;
20940179609,18.464102,-33.950125;;;
20940179610,18.464122,-33.95006;;;
20940179611,18.463985,-33.950282;;;
20940179612,18.463753,-33.950163;;;
20940179613,18.463898,-33.950195;;;
20940179614,18.46415,-33.950167;;;
20940179615,18.464277,-33.949923;;;
20940179616,18.464397,-33.95001;;;
20940179621,18.464217,-33.949872;;;
20940179622,18.464122,-33.950157;;;
20940179623,18.463847,-33.9504;;;
20940179624,18.464047,-33.950257;;;
20940179625,18.463892,-33.950187;;;
20940179626,18.463875,-33.9502;;;
20940179627,18.463952,-33.95025;;;
20940179628,18.463797,-33.95042;;;
20940179629,18.463835,-33.950385;;;
20940179634,18.464632,-33.950768;;;
20940179638,18.46561,-33.95148;;;
20940179643,18.46102,-33.950627;;;
20940179647,18.461108,-33.950537;;;
20940179652,18.460483,-33.951122;;;
20940179657,18.460368,-33.946982;;;
20940179661,18.460212,-33.94671;;;
20940179666,18.462838,-33.948817;;;
20940179698,18.462842,-33.949932;;;
20940179735,18.462303,-33.951298;;;
20940179772,18.457977,-33.950967;;;
20940179809,18.458188,-33.95097;;;
20940179846,18.458397,-33.95015;;;
20940179883,18.458023,-33.949897;;;
20940179920,18.457883,-33.950057;;;
20940179993,18.460198,-33.95081;;;
20940180030,18.46524,-33.950547;;;
20940180063,18.45202,-33.963425;;;
20940180099,18.45117,-33.960428;;;
20940180104,18.451928,-33.95933;;;
20940180109,18.45152,-33.958737;;;
20940180113,18.451417,-33.958693;;;
20940180122,18.453495,-33.960087;;;
20940180127,18.451957,-33.963723;;;
20940180132,18.447993,-33.959497;;;
20940180136,18.455568,-33.956642;;;
20940180141,18.454697,-33.96016;;;
20940180146,18.455742,-33.961698;;;
20940180151,18.455735,-33.961668;;;
20940180159,18.456338,-33.961895;;;
20940180164,18.456813,-33.961935;;;
20940180173,18.460512,-33.951467;;;
20940180178,18.469457,-33.9444;;;
20940180183,18.460702,-33.952433;;;
20940180194,18.459717,-33.953313;;;
20940180198,18.463097,-33.952738;;;
20940180203,18.458162,-33.950218;;;
20940180208,18.452278,-33.941745;;;
20940180213,18.444997,-33.939533;;;
20940180218,18.445073,-33.940338;;;
20940180222,18.44473,-33.940535;;;
20940180226,18.4449,-33.940573;;;
20940180231,18.447212,-33.944427;;;
20940180236,18.455568,-33.96128;;;
20940180241,18.457155,-33.96412;;;
20940180244,18.44429,-33.975325;;;
20940180248,18.452232,-33.963638;;;
20940180253,18.452077,-33.963842;;;
20940180257,18.4514,-33.964933;;;
20940180265,18.455573,-33.96214;;;
20940180270,18.455562,-33.962087;;;
20940180275,18.459563,-33.96105;;;
20940180279,18.464345,-33.952358;;;
20940180284,18.46421,-33.945995;;;
20940180288,18.459045,-33.944673;;;
20940180292,18.464255,-33.943895;;;
20940180297,18.46436,-33.948668;;;
20940180301,18.46438,-33.948668;;;
20940180302,18.464357,-33.948673;;;
20940180303,18.464335,-33.94865;;;
20940180304,18.464282,-33.948682;;;
20940180305,18.464438,-33.948693;;;
20940180306,18.465012,-33.94878;;;
20940180307,18.465755,-33.949113;;;
20940180308,18.465617,-33.949273;;;
20940180309,18.4657,-33.949222;;;
20940180314,18.465845,-33.949088;;;
20940180315,18.465627,-33.949188;;;
20940180316,18.465948,-33.94904;;;
20940180317,18.466233,-33.948993;;;
20940180318,18.466208,-33.949105;;;
20940180319,18.466298,-33.948982;;;
20940180320,18.466303,-33.949025;;;
20940180321,18.46642,-33.948912;;;
20940180322,18.466202,-33.949302;;;
20940180327,18.46524,-33.951015;;;
20940180328,18.463395,-33.951805;;;
20940180329,18.462097,-33.952302;;;
20940180330,18.46207,-33.952728;;;
20940180331,18.462102,-33.952675;;;
20940180332,18.461958,-33.952845;;;
20940180333,18.461653,-33.952883;;;
20940180334,18.461672,-33.952888;;;
20940180335,18.461718,-33.952838;;;
20940180339,18.461672,-33.952878;;;
20940180340,18.461738,-33.95291;;;
20940180341,18.461888,-33.953037;;;
20940180342,18.46131,-33.952718;;;
20940180343,18.462113,-33.952892;;;
20940180344,18.46207,-33.952828;;;
20940180345,18.461695,-33.952957;;;
20940180346,18.461502,-33.952922;;;
20940180347,18.461408,-33.952982;;;
20940180352,18.461127,-33.95305;;;
20940180353,18.461045,-33.95314;;;
20940180354,18.460837,-33.953788;;;
20940180355,18.459862,-33.953798;;;
20940180356,18.4601,-33.953937;;;
20940180357,18.459077,-33.955568;;;
20940180358,18.454917,-33.958047;;;
20940180359,18.454935,-33.957998;;;
20940180360,18.454913,-33.95806;;;
20940180365,18.454913,-33.958063;;;
20940180366,18.454918,-33.958085;;;
20940180367,18.454977,-33.958035;;;
20940180368,18.454975,-33.958063;;;
20940180369,18.454262,-33.957965;;;
20940180370,18.453753,-33.95825;;;
20940180371,18.453658,-33.958485;;;
20940180372,18.453887,-33.958335;;;
20940180373,18.453995,-33.958323;;;
20940180378,18.454058,-33.95827;;;
20940180379,18.45403,-33.95828;;;
20940180380,18.453705,-33.958437;;;
20940180381,18.453685,-33.958502;;;
20940180382,18.453557,-33.958318;;;
20940180383,18.453963,-33.958527;;;
20940180384,18.45406,-33.958462;;;
20940180385,18.45402,-33.95838;;;
20940180386,18.453805,-33.958373;;;
20940180390,18.453695,-33.958338;;;
20940180391,18.453713,-33.958513;;;
20940180392,18.454422,-33.958807;;;
20940180393,18.454005,-33.958833;;;
20940180394,18.453648,-33.958427;;;
20940180395,18.454893,-33.95878;;;
20940180396,18.454768,-33.95886;;;
20940180397,18.45448,-33.959498;;;
20940180402,18.453603,-33.959498;;;
20940180407,18.451803,-33.963663;;;
20940180413,18.44883,-33.959678;;;
20940180419,18.441515,-33.974363;;;
20940180425,18.43815,-33.973372;;;
20940180431,18.438088,-33.97337;;;
20940180437,18.438083,-33.973453;;;
20940180443,18.438147,-33.973857;;;
20940180449,18.437808,-33.974023;;;
20940180455,18.451418,-33.963733;;;
20940180460,18.449842,-33.956275;;;
20940180465,18.456962,-33.964333;;;
20940180470,18.457102,-33.965603;;;
20940180475,18.452137,-33.9628;;;
20940180480,18.451475,-33.963108;;;
20940180486,18.451597,-33.963497;;;
20940180532,18.452722,-33.961252;;;
20940180577,18.457873,-33.955648;;;
20940180620,18.463795,-33.950285;;;
20940180666,18.461135,-33.950962;;;
20940180712,18.46099,-33.94776;;;
20940180752,18.455247,-33.942942;;;
20940180795,18.455535,-33.942743;;;
20940180831,18.457187,-33.946302;;;
20940180876,18.45775,-33.946618;;;
20940180922,18.458057,-33.950815;;;
20940180962,18.458327,-33.950643;;;
20940181004,18.460967,-33.94944;;;
20940181010,18.460072,-33.946577;;;
20940181016,18.452378,-33.942233;;;
20940181021,18.452145,-33.94227;;;
20940181026,18.436138,-33.942973;;;
20940181031,18.43688,-33.94324;;;
20940181037,18.421505,-33.951065;;;
20940181043,18.42331,-33.95095;;;
20940181049,18.418655,-33.954422;;;
20940181055,18.397935,-33.943592;;;
20940181061,18.397693,-33.942765;;;
20940181067,18.397168,-33.943057;;;
20940181073,18.397075,-33.943148;;;
20940181079,18.396695,-33.943418;;;
20940181085,18.397907,-33.943728;;;
20940181096,18.386138,-33.942682;;;
20940181102,18.386547,-33.942417;;;
20940181108,18.385637,-33.940797;;;
20940181113,18.38323,-33.943543;;;
20940181119,18.38534,-33.941025;;;
20940181123,18.385422,-33.94097;;;
20940181129,18.387978,-33.94261;;;
20940181135,18.39035,-33.942675;;;
20940181141,18.391297,-33.943043;;;
20940181147,18.391127,-33.944177;;;
20940181153,18.392073,-33.943363;;;
20940181162,18.392083,-33.943338;;;
20940181167,18.392102,-33.943328;;;
20940181173,18.389973,-33.943957;;;
20940181182,18.390845,-33.945135;;;
